age,income,expenses,savings,debt,credit_score,impulse_purchases,num_bank_accounts,financial_goal,time_horizon_months,budget_score,investment_score,loan_knowledge_score,risk_score,literacy_level,recommended_monthly,save_rate,debt_to_income,expense_ratio
41,20946,18679,1273,3379,680,2,1,Emergency Fund,36,23,89,32,27,1,1663,0.061,0.161,0.892
29,5000,3672,825,1326,531,1,2,Short Term Savings,6,11,44,25,77,0,7025,0.165,0.265,0.734
33,24891,11624,5567,1427,540,1,1,Debt Repayment,36,48,56,32,67,1,500,0.224,0.057,0.467
40,22090,15899,3656,13150,532,1,1,Investing,12,73,11,44,7,1,15103,0.165,0.595,0.72
26,47064,34048,8130,25136,706,0,1,Debt Repayment,60,78,33,52,48,1,500,0.173,0.534,0.723
49,47390,34119,2079,23246,533,3,2,Debt Repayment,6,42,39,62,57,1,1363,0.044,0.491,0.72
32,46251,37581,7997,4366,728,3,1,Emergency Fund,36,47,72,39,64,1,3533,0.173,0.094,0.813
54,12065,4252,1502,7017,714,2,1,Investing,6,84,96,100,78,2,28356,0.124,0.582,0.352
30,17608,6427,2990,9816,580,6,2,Investing,6,28,53,100,86,1,28144,0.17,0.557,0.365
22,27666,18933,2628,7231,688,1,1,Short Term Savings,6,44,1,57,54,0,6767,0.095,0.261,0.684
28,40462,35296,6220,16548,744,0,1,Short Term Savings,60,73,15,58,100,1,717,0.154,0.409,0.872
27,33297,19295,3913,19827,603,5,1,Debt Repayment,36,44,73,34,23,1,500,0.118,0.595,0.579
30,46212,40497,6861,11361,748,2,1,Short Term Savings,12,66,27,79,49,1,3318,0.148,0.246,0.876
32,59509,51347,3203,4036,663,1,1,Emergency Fund,36,54,64,55,54,1,4738,0.054,0.068,0.863
24,20014,16846,2222,10420,594,3,1,Emergency Fund,12,48,53,15,17,0,4447,0.111,0.521,0.842
45,20774,17572,2203,5939,716,0,1,Short Term Savings,60,40,46,35,55,1,783,0.106,0.286,0.846
49,42707,35830,8087,25290,591,4,2,Emergency Fund,36,49,51,51,15,1,3244,0.189,0.592,0.839
52,38359,30377,6999,12679,760,2,1,Short Term Savings,12,100,49,77,88,2,3307,0.182,0.331,0.792
32,54867,39338,12566,970,557,2,2,Emergency Fund,6,47,11,0,0,0,21719,0.229,0.018,0.717
53,40151,12633,6639,11845,754,1,1,Investing,36,64,37,59,7,1,5225,0.165,0.295,0.315
38,74810,28379,6908,32230,667,4,1,Investing,12,68,98,49,46,2,14853,0.092,0.431,0.379
23,8242,3136,1649,128,706,2,1,Short Term Savings,36,100,17,37,10,1,1306,0.2,0.016,0.38
18,56804,17843,7629,14091,618,1,2,Debt Repayment,6,90,16,39,0,1,500,0.134,0.248,0.314
21,43986,16275,2837,4105,681,3,1,Debt Repayment,36,26,33,75,53,1,500,0.064,0.093,0.37
28,11939,10170,2291,4606,447,4,1,Debt Repayment,12,71,92,49,10,2,500,0.192,0.386,0.852
43,5000,3491,252,2872,667,2,2,Short Term Savings,60,75,22,0,43,0,815,0.05,0.574,0.698
54,17499,8526,1067,6557,544,0,2,Short Term Savings,60,85,32,48,31,1,802,0.061,0.375,0.487
40,64181,49805,12484,26758,709,2,1,Short Term Savings,6,30,19,63,77,0,5359,0.195,0.417,0.776
46,61904,36710,12203,14729,607,1,1,Emergency Fund,36,58,31,33,50,1,4689,0.197,0.238,0.593
38,37426,14419,7555,12645,606,0,2,Emergency Fund,12,52,38,6,51,0,8055,0.202,0.338,0.385
44,32754,27208,2864,10688,556,2,1,Emergency Fund,60,68,57,79,37,1,1563,0.087,0.326,0.831
30,22878,11512,5017,10426,664,2,1,Short Term Savings,36,51,4,38,52,0,1215,0.219,0.456,0.503
40,36252,26076,6750,18638,582,3,1,Emergency Fund,12,53,51,55,48,1,7846,0.186,0.514,0.719
33,30516,14475,6463,12137,645,2,1,Investing,12,31,20,1,13,0,14887,0.212,0.398,0.474
47,74198,44521,13576,43619,623,1,3,Investing,6,74,56,79,15,1,26632,0.183,0.588,0.6
21,15268,12057,2340,7587,568,3,2,Short Term Savings,36,56,7,18,22,0,1288,0.153,0.497,0.79
33,47848,18855,2160,3578,618,0,2,Debt Repayment,36,54,38,83,29,1,500,0.045,0.075,0.394
48,75141,66601,13789,22879,602,1,1,Emergency Fund,12,53,21,33,35,0,16279,0.184,0.304,0.886
42,55491,18985,9922,30072,727,2,3,Emergency Fund,60,51,47,59,32,1,2566,0.179,0.542,0.342
29,17514,10865,1609,9919,740,2,1,Debt Repayment,6,78,84,71,47,2,500,0.092,0.566,0.62
43,9153,7776,1732,2088,544,1,1,Emergency Fund,60,70,59,18,43,1,500,0.189,0.228,0.849
54,45488,39457,6668,19806,665,4,2,Investing,6,19,60,64,53,1,27618,0.147,0.435,0.867
50,43010,18892,6394,10594,627,0,1,Investing,60,30,43,66,37,1,3173,0.149,0.246,0.439
45,64648,24979,6758,4796,579,3,1,Investing,12,22,40,4,38,0,14864,0.105,0.074,0.386
26,50968,37443,2388,27052,661,0,1,Short Term Savings,6,11,41,38,60,0,6801,0.047,0.531,0.735
29,30303,9854,2117,16944,687,1,3,Emergency Fund,60,82,38,14,78,1,1455,0.07,0.559,0.325
22,28945,17110,5697,8766,437,3,2,Short Term Savings,36,73,29,0,43,0,1197,0.197,0.303,0.591
45,13876,10792,1143,152,730,2,1,Short Term Savings,36,90,26,44,30,1,1320,0.082,0.011,0.778
52,42587,27091,873,20851,706,3,1,Debt Repayment,12,53,26,42,89,1,734,0.02,0.49,0.636
22,11911,4916,2969,3408,647,3,1,Emergency Fund,12,78,37,32,37,1,2520,0.249,0.286,0.413
51,58199,34466,3984,2619,579,0,2,Emergency Fund,36,70,21,28,56,0,4611,0.068,0.045,0.592
51,51783,44158,8841,5884,689,2,1,Short Term Savings,12,20,50,9,64,0,3166,0.171,0.114,0.853
30,51149,34286,11927,4668,597,2,3,Short Term Savings,36,82,7,50,32,1,1029,0.233,0.091,0.67
31,13563,9940,2142,5584,751,3,1,Emergency Fund,12,50,53,65,0,1,2965,0.158,0.412,0.733
28,37000,18565,7539,6646,721,1,1,Short Term Savings,36,68,44,58,44,1,1147,0.204,0.18,0.502
55,32213,13306,7878,2467,651,3,1,Debt Repayment,60,50,86,8,44,1,500,0.245,0.077,0.413
21,42056,19067,9163,23155,585,0,2,Short Term Savings,60,29,77,68,30,1,669,0.218,0.551,0.453
50,50570,31348,7500,29023,689,3,2,Investing,60,66,18,75,30,1,3155,0.148,0.574,0.62
24,29728,13916,3081,2471,713,1,1,Short Term Savings,12,92,44,100,39,2,3609,0.104,0.083,0.468
25,30480,19055,3991,4210,623,1,1,Investing,12,35,53,31,20,0,15077,0.131,0.138,0.625
54,53598,38841,11449,19041,682,1,1,Investing,36,64,29,65,51,1,5095,0.214,0.355,0.725
27,17410,12894,3765,1572,611,1,1,Short Term Savings,60,85,22,89,60,1,757,0.216,0.09,0.741
32,25066,9996,5377,2385,510,4,1,Investing,36,9,50,65,49,1,5260,0.215,0.095,0.399
55,40116,30097,6312,8101,516,2,3,Investing,6,39,61,100,0,1,27669,0.157,0.202,0.75
32,57994,40805,7521,33027,662,2,2,Investing,60,59,45,43,19,1,3155,0.13,0.569,0.704
22,20624,6335,1889,11909,771,6,1,Debt Repayment,36,50,40,38,48,1,500,0.092,0.577,0.307
46,75793,25415,1574,38280,572,4,1,Debt Repayment,12,47,40,4,64,0,1351,0.021,0.505,0.335
36,12986,8931,2543,5420,585,2,3,Investing,36,35,16,48,42,0,5336,0.196,0.417,0.688
27,71005,37648,5943,30702,674,3,1,Short Term Savings,12,61,62,51,84,1,3389,0.084,0.432,0.53
29,63991,24806,6131,18029,652,3,1,Short Term Savings,12,41,50,57,62,1,3374,0.096,0.282,0.388
21,11397,3722,2438,3625,672,3,1,Investing,12,34,48,63,55,1,15197,0.214,0.318,0.327
48,7355,2909,235,2799,691,2,1,Debt Repayment,36,35,56,45,55,1,500,0.032,0.381,0.395
35,54397,47570,12693,23867,648,0,1,Short Term Savings,12,84,100,57,51,2,2869,0.233,0.439,0.874
33,32451,23901,659,1885,660,1,1,Short Term Savings,6,43,92,43,45,1,7048,0.02,0.058,0.737
53,19861,12246,4687,2679,559,3,1,Emergency Fund,6,69,56,64,52,1,7842,0.236,0.135,0.617
42,76234,65936,9498,44045,616,1,2,Emergency Fund,36,48,29,16,88,0,5924,0.125,0.578,0.865
40,16121,10824,701,3241,750,2,3,Investing,36,26,66,32,63,1,5386,0.043,0.201,0.671
29,25461,18723,4457,4101,687,4,1,Debt Repayment,6,44,39,58,17,1,500,0.175,0.161,0.735
51,27832,13069,6291,7045,672,2,2,Emergency Fund,6,48,48,68,45,1,11029,0.226,0.253,0.47
53,5000,3266,603,872,580,4,2,Emergency Fund,6,60,66,46,19,1,2056,0.121,0.174,0.653
54,41827,16148,7487,2288,585,0,1,Emergency Fund,12,62,57,41,33,1,9076,0.179,0.055,0.386
20,21768,11813,5338,2716,564,2,1,Investing,36,35,49,44,11,1,5261,0.245,0.125,0.543
26,56210,17984,4236,21590,503,2,2,Debt Repayment,60,87,59,28,100,1,500,0.075,0.384,0.32
35,58825,25293,12276,7877,628,1,3,Short Term Savings,12,88,72,44,40,1,2901,0.209,0.134,0.43
52,44634,15395,3923,17344,618,1,2,Investing,12,60,12,76,61,1,15082,0.088,0.389,0.345
51,44860,23895,5296,2693,664,4,1,Short Term Savings,60,66,58,47,41,1,732,0.118,0.06,0.533
31,43271,34868,3669,1087,732,0,1,Emergency Fund,36,43,22,43,51,0,3409,0.085,0.025,0.806
21,25991,13691,3186,13435,599,1,2,Debt Repayment,36,29,56,45,56,1,500,0.123,0.517,0.527
46,27703,22134,586,12633,749,1,1,Investing,12,58,15,95,84,1,15339,0.021,0.456,0.799
32,66464,46119,5967,26560,691,2,2,Debt Repayment,60,51,45,71,47,1,500,0.09,0.4,0.694
45,54704,33135,6696,1014,763,3,1,Investing,12,91,48,71,32,2,14869,0.122,0.019,0.606
33,44121,19507,7298,6336,558,4,1,Debt Repayment,60,100,42,63,28,1,500,0.165,0.144,0.442
29,52001,44372,8663,25344,743,1,1,Debt Repayment,12,43,61,63,22,1,500,0.167,0.487,0.853
22,38778,12894,5982,3365,596,2,2,Investing,60,62,37,71,36,1,3180,0.154,0.087,0.332
51,43698,31171,3819,21312,586,2,1,Short Term Savings,6,76,38,93,100,1,6597,0.087,0.488,0.713
18,51890,34908,12344,18189,645,0,3,Emergency Fund,36,69,42,55,68,1,3873,0.238,0.351,0.673
49,5000,2823,550,2221,582,1,1,Short Term Savings,6,67,28,55,43,1,7064,0.11,0.444,0.564
43,58122,25817,4061,22476,684,2,2,Debt Repayment,60,85,33,84,83,1,500,0.07,0.387,0.444
34,56686,31654,8363,14182,717,2,2,Debt Repayment,60,87,63,53,37,1,500,0.148,0.25,0.558
44,24386,20085,4688,4272,689,1,2,Short Term Savings,12,66,64,75,81,1,3485,0.192,0.175,0.824
41,64882,52039,1480,26188,645,2,2,Investing,36,100,25,41,58,1,5365,0.023,0.404,0.802
52,5000,4324,417,2420,744,1,1,Short Term Savings,12,77,61,15,81,1,3814,0.083,0.484,0.865
43,47059,22808,9870,1263,684,4,1,Investing,36,45,8,17,61,0,5138,0.21,0.027,0.485
55,40798,21715,5573,9299,638,1,1,Debt Repayment,12,79,36,93,25,1,500,0.137,0.228,0.532
40,33810,10522,3852,7114,639,5,1,Investing,60,45,16,100,55,1,3215,0.114,0.21,0.311
39,40387,34965,9454,13557,579,1,1,Short Term Savings,6,62,46,51,66,1,5792,0.234,0.336,0.866
21,51654,25704,2096,3530,572,1,1,Investing,36,76,45,36,75,1,5348,0.041,0.068,0.498
26,5000,2712,807,2800,613,1,1,Short Term Savings,6,47,80,58,43,1,7027,0.161,0.56,0.542
21,60019,50697,5924,19752,565,3,2,Investing,60,75,77,33,54,1,3181,0.099,0.329,0.845
24,31794,19583,1153,17621,557,3,2,Short Term Savings,6,64,33,100,76,1,6978,0.036,0.554,0.616
40,60309,38579,4171,29561,576,2,2,Investing,36,36,46,30,68,0,5292,0.069,0.49,0.64
19,52870,21451,8693,6079,735,3,1,Short Term Savings,36,24,22,17,61,0,1116,0.164,0.115,0.406
41,31378,18801,831,2491,585,2,1,Short Term Savings,60,25,28,53,46,0,806,0.026,0.079,0.599
48,38413,32686,6000,19849,715,1,1,Short Term Savings,6,53,6,67,39,1,6285,0.156,0.517,0.851
48,39588,25147,9504,12733,598,2,2,Investing,12,47,59,48,54,1,14653,0.24,0.322,0.635
51,72125,32677,14632,854,665,2,1,Debt Repayment,6,93,26,85,40,1,500,0.203,0.012,0.453
41,17191,5478,1710,9636,584,2,1,Emergency Fund,12,56,26,52,22,1,3835,0.099,0.56,0.319
43,31238,15674,1617,8865,665,4,1,Short Term Savings,36,47,33,40,80,1,1307,0.052,0.284,0.502
33,8356,5377,1060,1508,832,2,2,Debt Repayment,60,63,32,100,26,1,500,0.127,0.18,0.643
30,42478,13829,4688,13166,594,2,1,Investing,12,61,22,60,74,1,15024,0.11,0.31,0.326
32,27529,18330,6703,13592,626,2,1,Emergency Fund,12,48,64,33,32,1,5837,0.243,0.494,0.666
44,29956,18394,7419,1982,554,1,1,Short Term Savings,12,60,46,23,59,1,3275,0.248,0.066,0.614
21,69693,53667,7975,15009,737,1,1,Debt Repayment,6,54,27,21,7,0,500,0.114,0.215,0.77
33,23532,7467,1275,4502,750,0,2,Investing,36,50,43,0,64,0,5370,0.054,0.191,0.317
47,36809,28288,8445,18543,575,2,1,Debt Repayment,6,50,40,81,54,1,500,0.229,0.504,0.768
47,30827,18882,6242,14398,637,2,2,Emergency Fund,60,70,40,46,65,1,1413,0.202,0.467,0.612
53,32083,16757,4414,7701,683,1,2,Investing,12,47,59,68,25,1,15045,0.138,0.24,0.522
20,95435,83909,9928,38049,655,1,1,Debt Repayment,60,30,54,55,100,1,500,0.104,0.399,0.879
39,5300,2099,652,1254,575,2,1,Short Term Savings,36,57,92,0,1,1,1333,0.123,0.237,0.396
39,52881,33039,12026,18126,572,3,1,Investing,36,58,20,44,52,1,5080,0.227,0.343,0.625
29,88547,43617,5531,52661,551,5,3,Debt Repayment,12,45,87,46,30,1,1599,0.062,0.595,0.493
38,61581,37964,12658,19788,731,2,1,Short Term Savings,60,100,53,85,75,2,612,0.206,0.321,0.616
21,40938,25846,990,24282,703,1,1,Debt Repayment,36,75,42,73,31,1,500,0.024,0.593,0.631
48,16544,5851,3833,7416,783,0,2,Investing,6,55,22,45,41,1,28023,0.232,0.448,0.354
48,66095,46047,8927,4787,569,3,1,Debt Repayment,60,45,30,49,47,1,500,0.135,0.072,0.697
40,58746,39987,4238,28055,673,4,2,Short Term Savings,12,33,48,31,45,0,3520,0.072,0.478,0.681
37,9406,7164,194,910,660,2,2,Short Term Savings,60,36,18,27,39,0,816,0.021,0.097,0.762
32,33594,11905,4995,10729,679,2,3,Short Term Savings,36,54,42,31,80,1,1216,0.149,0.319,0.354
40,15878,7595,1210,5842,698,4,1,Short Term Savings,6,76,91,44,21,2,6970,0.076,0.368,0.478
45,5000,3450,825,2676,900,3,1,Emergency Fund,36,77,51,52,74,1,500,0.165,0.535,0.69
33,15412,5887,1304,1945,900,0,3,Debt Repayment,6,66,56,43,30,1,500,0.085,0.126,0.382
54,42108,29751,1694,22130,678,2,3,Short Term Savings,6,73,19,58,4,1,6900,0.04,0.526,0.707
38,51606,17309,7026,28935,779,2,1,Debt Repayment,12,65,57,39,62,1,572,0.136,0.561,0.335
32,33531,16797,5024,1800,581,2,1,Emergency Fund,36,71,6,67,29,1,2582,0.15,0.054,0.501
34,67482,54527,8374,35844,642,1,1,Short Term Savings,12,58,0,99,21,1,3202,0.124,0.531,0.808
54,60588,46324,7594,9421,586,0,2,Emergency Fund,12,45,56,81,70,1,13397,0.125,0.155,0.765
30,37494,25752,5834,1822,670,4,2,Investing,12,58,48,24,7,1,14935,0.156,0.049,0.687
36,34947,28736,4929,20099,692,4,1,Investing,6,47,79,35,33,1,27867,0.141,0.575,0.822
47,47654,34575,2406,11214,833,2,1,Short Term Savings,36,66,0,81,67,1,1286,0.05,0.235,0.726
35,39643,24246,2589,14818,575,1,1,Debt Repayment,12,38,65,9,22,0,500,0.065,0.374,0.612
31,11486,10197,604,3810,756,5,1,Debt Repayment,12,60,39,42,17,1,500,0.053,0.332,0.888
53,34092,24441,6118,4360,616,3,1,Debt Repayment,60,92,62,51,51,1,500,0.179,0.128,0.717
53,53311,35228,7547,21417,605,3,1,Debt Repayment,60,100,9,43,35,1,500,0.142,0.402,0.661
37,66294,36151,7880,1834,631,4,1,Investing,36,79,56,44,53,1,5192,0.119,0.028,0.545
36,59203,49816,12054,7214,808,0,1,Debt Repayment,60,84,6,58,38,1,500,0.204,0.122,0.841
24,46686,22289,4432,26461,493,1,1,Investing,36,42,79,51,23,1,5285,0.095,0.567,0.477
21,69147,21126,10418,39559,686,2,2,Short Term Savings,60,48,30,29,62,0,648,0.151,0.572,0.306
51,48479,20266,1799,14039,740,4,2,Debt Repayment,12,68,39,93,71,1,500,0.037,0.29,0.418
19,38228,13980,7309,3877,572,2,2,Investing,12,99,53,49,32,1,14822,0.191,0.101,0.366
22,69574,34188,12515,17600,692,3,2,Investing,12,90,22,59,94,1,14421,0.18,0.253,0.491
27,54405,43280,11128,28630,592,2,2,Short Term Savings,6,40,63,42,89,1,5553,0.205,0.526,0.796
49,66040,45628,14755,2784,807,2,1,Debt Repayment,12,64,73,50,100,1,500,0.223,0.042,0.691
30,16247,6521,3157,1246,546,2,1,Emergency Fund,12,77,5,31,44,0,3506,0.194,0.077,0.401
22,22794,17626,4883,12249,696,3,3,Investing,36,88,33,18,47,1,5273,0.214,0.537,0.773
27,23651,14250,2353,5894,615,1,1,Investing,12,55,30,66,40,1,15203,0.099,0.249,0.602
27,43635,26513,4318,2185,638,1,1,Short Term Savings,12,57,19,27,61,0,3514,0.099,0.05,0.608
55,76486,39563,18141,6388,626,1,1,Short Term Savings,6,65,43,42,20,1,4551,0.237,0.084,0.517
44,17221,14100,3966,9117,738,1,2,Investing,12,37,54,94,43,1,15079,0.23,0.529,0.819
38,58107,28530,8492,17087,665,1,1,Investing,36,58,23,82,70,1,5175,0.146,0.294,0.491
25,15948,5685,1663,1559,537,3,1,Short Term Savings,36,72,85,30,29,1,1306,0.104,0.098,0.356
18,82350,39662,18049,44175,680,2,2,Emergency Fund,60,52,44,60,43,1,3754,0.219,0.536,0.482
45,8066,5881,761,4090,672,1,3,Debt Repayment,36,95,48,14,62,1,500,0.094,0.507,0.729
31,54806,38065,3032,757,734,2,1,Debt Repayment,6,70,49,82,45,1,500,0.055,0.014,0.695
38,57607,23780,9625,20081,677,4,1,Short Term Savings,12,32,9,52,35,0,3105,0.167,0.349,0.413
47,52400,19234,1561,7681,529,0,3,Emergency Fund,12,48,5,79,66,1,11972,0.03,0.147,0.367
38,22455,15640,2407,7182,745,1,1,Short Term Savings,60,21,75,56,49,1,780,0.107,0.32,0.696
26,18873,13321,3883,3162,742,3,1,Debt Repayment,36,56,77,39,55,1,500,0.206,0.168,0.706
34,65448,34012,5752,12404,692,2,1,Investing,12,41,69,43,32,1,14942,0.088,0.19,0.52
22,60968,49120,14278,22016,674,5,1,Investing,36,60,33,40,35,1,5019,0.234,0.361,0.806
48,60695,53831,14557,19623,681,0,1,Debt Repayment,60,55,26,61,67,1,500,0.24,0.323,0.887
55,63119,26723,13105,14966,743,0,2,Short Term Savings,6,68,31,30,86,1,5270,0.208,0.237,0.423
36,9278,5995,2293,598,760,0,1,Emergency Fund,36,88,0,50,37,1,690,0.247,0.064,0.646
53,8680,2631,1233,5048,693,0,1,Short Term Savings,36,85,37,52,68,1,1318,0.142,0.581,0.303
50,26573,19340,4010,2783,701,4,1,Investing,12,92,42,10,64,1,15076,0.151,0.105,0.728
30,30407,16680,6455,11550,667,1,3,Short Term Savings,60,57,41,22,69,1,713,0.212,0.38,0.549
31,28275,11761,3770,1403,843,1,1,Short Term Savings,60,54,27,8,47,0,757,0.133,0.05,0.416
50,45549,34222,5171,18811,487,5,1,Short Term Savings,12,44,50,42,73,1,3448,0.114,0.413,0.751
46,62305,48995,10055,3545,598,0,1,Debt Repayment,12,47,70,47,63,1,500,0.161,0.057,0.786
53,34120,12511,5843,4698,587,1,2,Investing,60,68,19,68,39,1,3182,0.171,0.138,0.367
27,23693,7690,4565,9197,819,2,2,Debt Repayment,60,33,31,28,40,0,500,0.193,0.388,0.325
48,56258,28154,9771,9550,633,3,2,Investing,60,52,0,16,100,0,3118,0.174,0.17,0.5
23,34360,23213,6580,10985,491,1,3,Debt Repayment,60,34,76,36,70,1,500,0.191,0.32,0.676
18,42146,32707,7381,3148,586,4,1,Emergency Fund,6,60,31,59,56,1,17008,0.175,0.075,0.776
24,33350,20931,4352,4050,695,1,1,Short Term Savings,6,39,47,92,42,1,6521,0.13,0.121,0.628
44,46799,30346,2388,20603,654,2,3,Emergency Fund,12,32,31,52,41,0,10616,0.051,0.44,0.648
38,19721,15380,3957,415,643,2,1,Debt Repayment,60,57,47,24,55,1,500,0.201,0.021,0.78
45,54525,33658,1476,3657,667,4,1,Short Term Savings,36,29,58,60,25,1,1311,0.027,0.067,0.617
33,39344,26230,9768,5074,742,1,1,Short Term Savings,60,65,28,52,12,1,659,0.248,0.129,0.667
40,24713,15068,5203,299,725,2,1,Short Term Savings,6,49,56,50,66,1,6399,0.211,0.012,0.61
37,50618,41925,8823,2896,586,4,1,Investing,36,62,0,16,88,0,5166,0.174,0.057,0.828
55,24694,10897,5983,4169,675,3,3,Emergency Fund,12,22,62,59,89,1,5238,0.242,0.169,0.441
42,25578,11724,4114,1425,775,4,1,Short Term Savings,36,86,23,38,66,1,1240,0.161,0.056,0.458
45,15974,6018,526,8301,668,0,1,Short Term Savings,12,36,59,38,39,1,3805,0.033,0.52,0.377
22,5928,4693,881,235,604,1,3,Investing,12,95,57,72,85,2,15316,0.149,0.04,0.792
38,50685,27728,4245,26183,559,2,1,Debt Repayment,60,51,100,64,89,2,500,0.084,0.517,0.547
35,63312,32209,6646,31258,670,1,2,Investing,12,86,67,21,57,1,14873,0.105,0.494,0.509
23,30988,27542,3895,1873,634,2,1,Investing,12,79,75,87,81,2,15085,0.126,0.06,0.889
46,24030,20571,4761,363,632,2,2,Investing,6,50,51,76,0,1,27891,0.198,0.015,0.856
36,5000,4415,678,149,668,3,3,Debt Repayment,6,73,48,28,60,1,500,0.136,0.03,0.883
50,5000,1926,645,1771,596,1,1,Emergency Fund,36,53,0,0,60,0,500,0.129,0.354,0.385
18,54534,45522,4878,21934,753,3,1,Investing,6,55,79,58,36,1,27874,0.089,0.402,0.835
20,5000,2486,720,1861,644,2,3,Emergency Fund,6,74,93,56,41,2,2040,0.144,0.372,0.497
38,17121,5266,1320,5562,808,3,2,Investing,12,28,44,26,76,0,15283,0.077,0.325,0.308
52,45668,24422,3654,4786,732,3,1,Investing,36,48,27,95,59,1,5306,0.08,0.105,0.535
20,41794,25307,8115,21088,643,0,1,Short Term Savings,36,69,30,47,66,1,1132,0.194,0.505,0.606
42,46494,16967,4592,9137,547,1,1,Short Term Savings,60,78,40,49,76,1,744,0.099,0.197,0.365
55,40138,24990,1277,23749,703,3,2,Emergency Fund,36,63,25,58,62,1,3219,0.032,0.592,0.623
37,32861,26015,3254,7588,687,1,1,Debt Repayment,12,46,51,80,59,1,500,0.099,0.231,0.792
51,17242,9079,2877,2720,593,2,2,Emergency Fund,60,69,68,57,63,1,800,0.167,0.158,0.527
38,27317,13975,5660,14656,558,2,1,Short Term Savings,6,53,41,52,14,1,6334,0.207,0.536,0.512
40,34219,17221,8255,11649,648,4,1,Investing,36,100,56,13,74,1,5182,0.241,0.34,0.503
23,5000,4269,958,2165,668,0,2,Short Term Savings,36,63,69,49,61,1,1325,0.192,0.433,0.854
30,24273,7992,2879,5947,662,2,1,Debt Repayment,6,26,35,83,67,1,500,0.119,0.245,0.329
40,32555,18460,2890,17324,650,2,1,Investing,6,50,85,33,49,1,28158,0.089,0.532,0.567
26,26220,12028,1306,14437,745,2,2,Investing,6,42,93,53,55,1,28384,0.05,0.551,0.459
34,33148,27721,5448,8686,599,1,1,Investing,36,32,78,0,76,0,5258,0.164,0.262,0.836
19,53374,19088,7326,7709,801,2,2,Investing,60,36,51,85,10,1,3158,0.137,0.144,0.358
36,55829,30530,9818,21695,516,2,2,Short Term Savings,12,56,19,47,0,1,3090,0.176,0.389,0.547
36,70227,38209,5234,40222,591,2,1,Emergency Fund,36,43,59,45,76,1,5552,0.075,0.573,0.544
24,9841,8197,929,3675,554,1,1,Emergency Fund,6,65,54,63,48,1,4084,0.094,0.373,0.833
37,31585,13559,2753,18083,667,3,1,Emergency Fund,6,65,90,57,0,2,13143,0.087,0.573,0.429
26,64551,44342,13133,13315,681,3,2,Emergency Fund,36,55,36,60,35,1,4878,0.203,0.206,0.687
34,5085,1935,301,2791,790,2,2,Investing,12,59,26,20,60,0,15361,0.059,0.549,0.38
44,16475,14372,2635,1112,667,2,2,Investing,6,96,90,83,49,2,28195,0.16,0.067,0.872
19,27685,18156,880,5960,717,2,2,Emergency Fund,60,90,39,78,50,1,1347,0.032,0.215,0.656
53,80886,54659,11841,23997,562,4,1,Emergency Fund,12,63,45,58,60,1,17755,0.146,0.297,0.676
36,20509,11490,711,8036,539,3,1,Debt Repayment,36,63,28,88,30,1,500,0.035,0.392,0.56
34,61676,31169,3728,10884,754,4,2,Short Term Savings,12,70,49,50,15,1,3559,0.06,0.176,0.505
22,39442,16865,1814,21872,725,1,2,Investing,36,67,45,38,70,1,5356,0.046,0.555,0.428
35,17070,11307,1702,9253,669,3,1,Investing,12,68,44,56,84,1,15253,0.1,0.542,0.662
24,95996,83779,9509,46039,579,5,3,Debt Repayment,36,28,48,80,52,1,500,0.099,0.48,0.873
34,43892,22642,9220,3011,844,1,2,Debt Repayment,36,61,45,39,0,1,500,0.21,0.069,0.516
53,47524,39439,3417,2232,716,2,2,Debt Repayment,6,74,13,37,44,1,500,0.072,0.047,0.83
21,50690,19731,2020,15150,594,1,1,Short Term Savings,60,55,73,23,20,1,786,0.04,0.299,0.389
55,49139,42341,7803,22564,654,1,1,Investing,12,42,66,49,39,1,14784,0.159,0.459,0.862
42,83041,42375,14790,6140,533,4,3,Debt Repayment,36,57,59,55,46,1,500,0.178,0.074,0.51
22,75718,39966,6648,29141,659,2,1,Debt Repayment,36,61,27,24,88,0,500,0.088,0.385,0.528
47,21368,12344,3389,6767,612,7,2,Emergency Fund,6,32,72,0,67,0,8673,0.159,0.317,0.578
29,80374,58749,15953,35010,840,4,3,Emergency Fund,12,49,43,40,0,1,17320,0.198,0.436,0.731
21,25997,19024,2598,6791,710,1,1,Investing,6,74,34,56,15,1,28200,0.1,0.261,0.732
41,46444,27297,6540,19319,447,3,2,Debt Repayment,12,67,40,92,77,1,500,0.141,0.416,0.588
46,10969,6733,589,1050,797,1,1,Debt Repayment,12,65,41,69,32,1,500,0.054,0.096,0.614
26,60732,19313,1544,7819,682,1,2,Investing,12,90,15,100,59,1,15265,0.025,0.129,0.318
21,33852,16336,8317,18347,773,0,1,Investing,60,63,64,37,34,1,3142,0.246,0.542,0.483
41,17010,8634,1512,3361,672,2,2,Short Term Savings,6,62,49,61,71,1,6926,0.089,0.198,0.508
31,63770,40509,5366,37707,662,0,1,Debt Repayment,36,83,66,47,59,1,500,0.084,0.591,0.635
22,68724,43638,16758,1905,583,4,1,Emergency Fund,12,59,30,100,71,1,14570,0.244,0.028,0.635
35,69402,50381,13012,20648,702,1,1,Short Term Savings,12,69,55,65,3,1,2845,0.187,0.298,0.726
